S. No.,Month,Crash Date,Crash Day,Article Date,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type,Latitude,Longitude,Age_Count,Average_Age,Minimum_Age,Maximum_Age,Object_2_Type,Crash_Year,Crash_Month_Number,Crash_Day_Number
2238,June,2023-06-05,Monday,2023-06-07,Narayan Temple Narhe,Pune,Maharashtra,"18.442636108492092, 73.83795009781468",TWO WHEELER,UNIDENTIFIED,1,1,28,MALE,NH,Hit and Run,18.44263610849209,73.83795009781468,1.0,28.0,28.0,28.0,UNKNOWN,2023,6,0
2239,June,2023-06-05,Monday,2023-06-07,Warje,Pune,Maharashtra,"18.487444956836356, 73.79553133382488",VAN,DIVIDER,1,0,21,MALE,NH,Fixed Object Collision,18.48744495683636,73.79553133382488,1.0,21.0,21.0,21.0,OBJECT,2023,6,0
2242,June,2023-06-07,Wednesday,2023-06-08,Sikar Fatehpur,Nil,Rajasthan,"27.98310030694659, 74.95927813972753",CAR,TRUCK,4,0,"28,27,27,34",MALE,NH,Head On Collision,27.98310030694659,74.95927813972753,4.0,29.0,27.0,34.0,VEHICLE,2023,6,2
2244,June,2023-06-08,Thursday,2023-06-09,Hanuman Temple,Nil,Uttar Pradesh,"28.420436211949628, 80.61075215362085",TWO WHEELER,SUV,4,0,"34,6,35",BOTH,SH,Others,28.420436211949628,80.61075215362085,3.0,25.0,6.0,35.0,VEHICLE,2023,6,3
2246,June,2023-06-08,Thursday,2023-06-09,Lalru,Nil,Punjab,"30.486880645140086, 76.79866452861589",TWO WHEELER,CAR,1,1,18,MALE,NH,Others,30.486880645140086,76.79866452861589,1.0,18.0,18.0,18.0,VEHICLE,2023,6,3
2250,June,2023-06-07,Wednesday,2023-06-10,Paud Phata Flyover,Pune,Maharashtra,"18.506485494909512, 73.82415909499015",TWO WHEELER,UNIDENTIFIED,1,0,57,MALE,NH,Hit and Run,18.506485494909512,73.82415909499015,1.0,57.0,57.0,57.0,UNKNOWN,2023,6,2
2251,June,2023-06-09,Friday,2023-06-10,Dhar,Nil,Madhya Pradesh,"22.596254016898165, 75.3053349208528",CAR,DIVIDER,1,2,55,MALE,SH,Fixed Object Collision,22.596254016898165,75.3053349208528,1.0,55.0,55.0,55.0,OBJECT,2023,6,4
2253,June,2023-06-11,Sunday,2023-06-11,Sector 62,Nil,Uttar Pradesh,"28.632289493423333, 77.36539524201442",TWO WHEELER,PICK UP,2,0,"45,38",MALE,NH,Others,28.632289493423333,77.36539524201442,2.0,41.5,38.0,45.0,VEHICLE,2023,6,6
2254,June,2023-06-09,Friday,2023-06-11,Sakalo,Nil,Chhattisgarh,"23.185176355581998, 83.20007518788057",TWO WHEELER,TRACTOR,2,0,"30,31",MALE,SH,Hit From Back,23.185176355582,83.20007518788057,2.0,30.5,30.0,31.0,VEHICLE,2023,6,4
2255,June,2023-06-11,Sunday,2023-06-11,SV Puram Toll Plaza,Nil,Andhra Pradesh,"13.525494674057821, 79.53284088005621",CAR,VAN,5,8,,,NH,Head On Collision,13.52549467405782,79.53284088005621,,,,,VEHICLE,2023,6,6
2256,June,2023-06-12,Monday,2023-06-12,Khambale,Nil,Maharashtra,"19.959401850114677, 73.62838369715573",SUV,WALL,4,0,"55,65,50,40",BOTH,NH,Fixed Object Collision,19.95940185011468,73.62838369715573,4.0,52.5,40.0,65.0,OBJECT,2023,6,0
2259,June,2023-06-10,Saturday,2023-06-12,Baheri,Nil,Bihar,"25.842486533799722, 86.15846883478056",SUV,TRUCK,3,3,"25,16,14",MALE,SH,With Parked Vehicle,25.84248653379972,86.15846883478056,3.0,18.333333333333332,14.0,25.0,VEHICLE,2023,6,5
2260,June,2023-06-09,Friday,2023-06-12,Jalan Industrial Complex,Nil,West Bengal,"22.596841299135423, 88.22499293827853",TWO WHEELER,TRUCK,1,0,33,MALE,NH,Hit From Back,22.596841299135423,88.22499293827853,1.0,33.0,33.0,33.0,VEHICLE,2023,6,4
2261,June,2023-06-11,Sunday,2023-06-12,Bassi,Nil,Rajasthan,"26.857110735518543, 76.05251985209249",SUV,UNIDENTIFIED,1,7,51,MALE,NH,Hit and Run,26.857110735518543,76.05251985209249,1.0,51.0,51.0,51.0,UNKNOWN,2023,6,6
2262,June,2023-06-11,Sunday,2023-06-12,Varve,Nil,Maharashtra,"18.300659178926384, 73.87327571238676",BUS,BUS,2,11,"9,32",BOTH,NH,Others,18.300659178926384,73.87327571238676,2.0,20.5,9.0,32.0,VEHICLE,2023,6,6
2263,June,2023-06-13,Tuesday,2023-06-13,Khandala Ghat,Nil,Maharashtra,"18.766786409968578, 73.36808732810299",TRUCK,NIL,3,2,,,NH,Run Off Road,18.766786409968574,73.36808732810299,,,,,UNKNOWN,2023,6,1
2264,June,2023-06-11,Sunday,2023-06-13,Narmadapuram,Nil,Madhya Pradesh,"22.745317860282693, 77.71886225449711",CAR,NIL,1,2,,MALE,SH,Vehicle Overturn,22.745317860282693,77.71886225449711,,,,,UNKNOWN,2023,6,6
2267,June,2023-06-13,Tuesday,2023-06-14,Bilkhiriya Kalan,Nil,Madhya Pradesh,"23.256171756488932, 77.58396859018498",CAR,DIVIDER,1,1,36,MALE,NH,Fixed Object Collision,23.25617175648893,77.58396859018498,1.0,36.0,36.0,36.0,OBJECT,2023,6,1
2268,June,2023-06-14,Wednesday,2023-06-14,Chintapalle,Nil,Andhra Pradesh,"17.864449840793693, 82.35669410632896",AUTO RICKSHAW,GORGE,1,5,5,MALE,SH,Vehicle Overturn,17.864449840793693,82.35669410632896,1.0,5.0,5.0,5.0,OBJECT,2023,6,2
2269,June,2023-06-12,Monday,2023-06-14,Water Park,Nil,Uttar Pradesh,"26.90359105736207, 80.74522051742348",TWO WHEELER,TRUCK,2,0,"19,16",MALE,NH,Head On Collision,26.90359105736207,80.74522051742348,2.0,17.5,16.0,19.0,VEHICLE,2023,6,0
2270,June,2023-06-13,Tuesday,2023-06-15,Basavanalagaddi,Nil,Karnataka,"16.458666461870724, 74.610610324329",TWO WHEELER,TRUCK,3,0,"21,23,28",MALE,NH,Head On Collision,16.458666461870724,74.610610324329,3.0,24.0,21.0,28.0,VEHICLE,2023,6,1
2271,June,2023-06-14,Wednesday,2023-06-15,Mohali,Nil,Punjab,"30.744455685753547, 76.65300091998748",CAR,TRUCK,2,3,,MALE,NH,Head On Collision,30.744455685753547,76.65300091998748,,,,,VEHICLE,2023,6,2
2272,June,2023-06-14,Wednesday,2023-06-15,Khanpur,Nil,Punjab,"30.75464311684099, 76.62702085801223",TWO WHEELER,UNIDENTIFIED,1,1,21,MALE,NH,Hit and Run,30.75464311684099,76.62702085801223,1.0,21.0,21.0,21.0,UNKNOWN,2023,6,2
2277,June,2023-06-15,Thursday,2023-06-16,Dumar Kachhar,Nil,Madhya Pradesh,"23.220569810001827, 82.14021984486837",TWO WHEELER,TRACTOR,2,1,,MALE,NH,Hit From Side,23.220569810001827,82.14021984486837,,,,,VEHICLE,2023,6,3
2279,June,2023-06-16,Friday,2023-06-17,Gundlapalli,Nil,Telangana,"18.1910150092227, 79.94125134695838",TWO WHEELER,DIVIDER,2,0,"21,22",MALE,NH,Fixed Object Collision,18.1910150092227,79.94125134695838,2.0,21.5,21.0,22.0,OBJECT,2023,6,4
2281,June,2023-06-16,Friday,2023-06-17,Golai,Nil,Assam,"27.364983421131786, 95.63581024948334",CAR,TREE,4,0,"30,57,36,27",BOTH,NH,Fixed Object Collision,27.364983421131782,95.63581024948334,4.0,37.5,27.0,57.0,OBJECT,2023,6,4
2282,June,2023-06-16,Friday,2023-06-17,Sadiq,Nil,Punjab,"30.70778960736176, 74.5862918130782",TWO WHEELER,CAR,2,0,"52,54",MALE,NH,Hit From Back,30.70778960736176,74.5862918130782,2.0,53.0,52.0,54.0,VEHICLE,2023,6,4
2284,June,2023-06-16,Friday,2023-06-18,Patara,Nil,Uttar Pradesh,"26.23328811501155, 80.19739508037516",TWO WHEELER,TRUCK,2,0,"18,22",MALE,NH,Hit From Back,26.23328811501155,80.19739508037516,2.0,20.0,18.0,22.0,VEHICLE,2023,6,4
2285,June,2023-06-16,Friday,2023-06-18,Kudrail,Nil,Uttar Pradesh,"26.908299948636813, 79.32611242580302",TWO WHEELER,TRUCK,2,0,"20,21",MALE,SH,With Parked Vehicle,26.908299948636813,79.32611242580302,2.0,20.5,20.0,21.0,VEHICLE,2023,6,4
2288,June,2023-06-18,Sunday,2023-06-19,Nakkala Gutta,Nil,Telangana,"17.99746582469721, 79.55341351504958",TWO WHEELER,TRACTOR,1,0,52,FEMALE,NH,Hit From Back,17.99746582469721,79.55341351504958,1.0,52.0,52.0,52.0,VEHICLE,2023,6,6
2290,June,2023-06-17,Saturday,2023-06-20,Ulwe,Mumbai,Maharashtra,"18.95911023747639, 73.03754993419261",CAR,DIVIDER,1,8,71,MALE,NH,Fixed Object Collision,18.95911023747639,73.03754993419261,1.0,71.0,71.0,71.0,OBJECT,2023,6,5
2291,June,2023-06-19,Monday,2023-06-20,Aji Dam,Rajkot,Gujarat,"22.277910961179764, 70.83712461683756",PEDESTRIAN,UNIDENTIFIED,1,0,40,MALE,SH,Hit and Run,22.277910961179764,70.83712461683756,1.0,40.0,40.0,40.0,UNKNOWN,2023,6,0
2293,June,2023-06-19,Monday,2023-06-20,Kamalam,Nil,Gujarat,"23.14767795817291, 72.63447060232629",TWO WHEELER,SUV,2,0,"42,17",BOTH,SH,Hit From Back,23.14767795817291,72.63447060232629,2.0,29.5,17.0,42.0,VEHICLE,2023,6,0
2297,June,2023-06-20,Tuesday,2023-06-21,Rudrapur,Nil,Uttarakhand,"28.98335325862951, 79.39969602063346",TWO WHEELER,CAR,1,1,52,MALE,NH,Head On Collision,28.98335325862951,79.39969602063346,1.0,52.0,52.0,52.0,VEHICLE,2023,6,1
2299,June,2023-06-19,Monday,2023-06-21,Sanskruti Restaurant,Nil,Maharashtra,"19.97185408552217, 73.67979012376445",TWO WHEELER,CAR,2,0,"36,31",MALE,NH,Head On Collision,19.97185408552217,73.67979012376445,2.0,33.5,31.0,36.0,VEHICLE,2023,6,0
2300,June,2023-06-20,Tuesday,2023-06-21,Nirjan,Nil,Haryana,"29.332361839831194, 76.37216804741239",TWO WHEELER,TRUCK,5,0,"42,12,10,5",BOTH,SH,Others,29.332361839831197,76.37216804741239,4.0,17.25,5.0,42.0,VEHICLE,2023,6,1
2302,June,2023-06-21,Wednesday,2023-06-22,Dhola Sadiya Bridge,Nil,Assam,"27.77358509486043, 95.67086946778453",CAR,TRUCK,2,2,"22,28",,NH,Others,27.77358509486043,95.67086946778451,2.0,25.0,22.0,28.0,VEHICLE,2023,6,2
2304,June,2023-06-20,Tuesday,2023-06-22,Trichy-Chennai Highway,Nil,Tamil Nadu,"12.847072511762255, 80.06271346863879",TRUCK,BUS,1,1,29,MALE,NH,Others,12.847072511762256,80.06271346863879,1.0,29.0,29.0,29.0,VEHICLE,2023,6,1
2306,June,2023-06-21,Wednesday,2023-06-23,Vellarada,Nil,Kerala,"8.450163992481496, 77.19757532729035",TWO WHEELER,BUS,1,1,23,MALE,SH,Head On Collision,8.450163992481496,77.19757532729035,1.0,23.0,23.0,23.0,VEHICLE,2023,6,2
2307,June,2023-06-22,Thursday,2023-06-23,Ashewadi,Nil,Maharashtra,"20.083073793949193, 73.77859641679767",BUS,TRUCK,1,18,,,NH,Head On Collision,20.083073793949197,73.77859641679767,,,,,VEHICLE,2023,6,3
2308,June,2023-06-22,Thursday,2023-06-23,Betma,Nil,Madhya Pradesh,"22.68327527925999, 75.59793443490256",TRACTOR,PICK UP,1,0,28,MALE,NH,Hit From Side,22.68327527925999,75.59793443490256,1.0,28.0,28.0,28.0,VEHICLE,2023,6,3
2309,June,2023-06-23,Friday,2023-06-24,"Container Road, Kothad",Kochi,Kerala,"10.051053118430016, 76.27806293541411",TWO WHEELER,TRUCK,1,0,21,MALE,NH,Head On Collision,10.051053118430016,76.27806293541411,1.0,21.0,21.0,21.0,VEHICLE,2023,6,4
2310,June,2023-06-23,Friday,2023-06-24,"Bus Stand, Khanna",Nil,Punjab,"30.70024014344755, 76.23035644118198",TWO WHEELER,CAR,1,3,4,MALE,NH,Hit From Back,30.70024014344755,76.23035644118198,1.0,4.0,4.0,4.0,VEHICLE,2023,6,4
2311,June,2023-06-25,Sunday,2023-06-25,Manapparai,Nil,Tamil Nadu,"10.61183830601981, 78.42016708282694",CAR,BUS,5,43,"36,48,25,20,20",MALE,NH,Head On Collision,10.61183830601981,78.42016708282694,5.0,29.8,20.0,48.0,VEHICLE,2023,6,6
2313,June,2023-06-24,Saturday,2023-06-25,Nadaan Toll Plaza,Bhopal,Madhya Pradesh,"23.147531539038862, 77.49416701923114",CAR,TRUCK,2,2,"40,40",FEMALE,NH,Others,23.147531539038862,77.49416701923114,2.0,40.0,40.0,40.0,VEHICLE,2023,6,5
2316,June,2023-06-25,Sunday,2023-06-26,Sahara City,Indore,Madhya Pradesh,"22.69082489617324, 75.92354945767228",CAR,UNIDENTIFIED,1,2,22,BOTH,NH,Hit and Run,22.69082489617324,75.92354945767228,1.0,22.0,22.0,22.0,UNKNOWN,2023,6,6
2318,June,2023-06-25,Sunday,2023-06-26,Digapahandi,Nil,Odisha,"19.379155917903457, 84.56402811194185",BUS,BUS,12,7,,BOTH,SH,Head On Collision,19.379155917903457,84.56402811194185,,,,,VEHICLE,2023,6,6
2319,June,2023-06-26,Monday,2023-06-26,Asud,Nil,Maharashtra,"17.783140945007844, 73.14286877145818",AUTO RICKSHAW,TRUCK,8,7,,,SH,Head On Collision,17.783140945007844,73.14286877145818,,,,,VEHICLE,2023,6,0
2320,June,2023-06-24,Saturday,2023-06-26,Chandausi,Nil,Uttar Pradesh,"28.462468848143303, 78.78201806861269",CAR,TRACTOR,4,2,"27,31,61,24",BOTH,SH,With Parked Vehicle,28.462468848143303,78.78201806861269,4.0,35.75,24.0,61.0,VEHICLE,2023,6,5
2321,June,2023-06-26,Monday,2023-06-27,Lake Town Signal,Kolkata,West Bengal,"22.599929666572297, 88.40657926212091",CAR,BUS,3,0,"54,23,73",BOTH,SH,Others,22.599929666572297,88.40657926212091,3.0,50.0,23.0,73.0,VEHICLE,2023,6,0
2322,June,2023-06-27,Tuesday,2023-06-27,Pungar,Nil,Odisha,"18.60637277246491, 82.8891851360104",CAR,TRUCK,3,0,"35,25,5",BOTH,NH,Head On Collision,18.60637277246491,82.8891851360104,3.0,21.666666666666668,5.0,35.0,VEHICLE,2023,6,1
2327,June,2023-06-27,Tuesday,2023-06-28,Khankra,Nil,Uttarakhand,"30.243923473720816, 78.91689244931618",CAR,GORGE,2,0,"60,47",FEMALE,NH,Vehicle Overturn,30.243923473720816,78.91689244931618,2.0,53.5,47.0,60.0,OBJECT,2023,6,1
2329,June,2023-06-27,Tuesday,2023-06-28,Pungar,Nil,Odisha,"18.606254762435785, 82.88917481988419",CAR,TRUCK,3,0,"35,25,5",BOTH,NH,Head On Collision,18.606254762435785,82.88917481988419,3.0,21.666666666666668,5.0,35.0,VEHICLE,2023,6,1
2333,June,2023-06-30,Friday,2023-06-30,Shirwalwadi,Nil,Maharashtra,"17.596038642393033, 76.31305673706431",SUV,TRUCK,6,11,,BOTH,NH,Others,17.596038642393033,76.31305673706431,,,,,VEHICLE,2023,6,4
2334,June,2023-06-28,Wednesday,2023-06-30,Manglia,Indore,Madhya Pradesh,"22.810110459173696, 75.93722145561746",TWO WHEELER,TRUCK,1,2,32,MALE,NH,Head On Collision,22.810110459173696,75.93722145561746,1.0,32.0,32.0,32.0,VEHICLE,2023,6,2
2337,June,2023-06-29,Thursday,2023-06-30,Kamasin,Nil,Uttar Pradesh,"25.51412910106251, 80.90581824127567",SUV,TRUCK,7,2,"37,18,25,24,28,27",BOTH,SH,With Parked Vehicle,25.51412910106251,80.90581824127567,6.0,26.5,18.0,37.0,VEHICLE,2023,6,3
2338,July,2023-06-29,Thursday,2023-07-01,Bhaji Dongar,Nil,Chhattisgarh,"22.32919666548033, 81.38604223361452",TWO WHEELER,PICK UP,1,3,,BOTH,SH,Head On Collision,22.32919666548033,81.38604223361452,,,,,VEHICLE,2023,6,3
2339,July,2023-06-30,Friday,2023-07-01,Dausa,Nil,Rajasthan,"26.90059176967747, 76.33635413685414",JUGAAD VEHICLE,TRUCK,2,19,"6,30",FEMALE,SH,Head On Collision,26.90059176967747,76.33635413685414,2.0,18.0,6.0,30.0,VEHICLE,2023,6,4
2340,July,2023-06-30,Friday,2023-07-01,Halena,Nil,Rajasthan,"27.112444707730653, 77.1548691860056",PICK UP,NIL,2,8,"17,35",MALE,NH,Run Off Road,27.112444707730653,77.1548691860056,2.0,26.0,17.0,35.0,UNKNOWN,2023,6,4
2342,July,2023-06-30,Friday,2023-07-01,Vani,Nil,Maharashtra,"20.330139318991897, 73.8890371514754",CAR,SUV,4,9,"37,18,23,22",MALE,NH,Head On Collision,20.330139318991897,73.8890371514754,4.0,25.0,18.0,37.0,VEHICLE,2023,6,4
2345,July,2023-07-01,Saturday,2023-07-01,Pimpalkhuta,Nil,Maharashtra,"20.89986930559506, 78.17192850782284",BUS,CRASH BARRIER,25,8,,BOTH,SH,Fixed Object Collision,20.89986930559506,78.17192850782284,,,,,VEHICLE,2023,7,5
2349,July,2023-06-30,Friday,2023-07-02,Shirawalwadi,Nil,Maharashtra,"17.596085112964335, 76.31330807698083",CAR,PICK UP,6,0,,BOTH,NH,Head On Collision,17.596085112964335,76.31330807698083,,,,,VEHICLE,2023,6,4
2350,July,2023-06-29,Thursday,2023-07-02,Undri,Pune,Maharashtra,"18.45034931455479, 73.9148294059731",TWO WHEELER,CAR,1,1,5,FEMALE,NH,Head On Collision,18.45034931455479,73.9148294059731,1.0,5.0,5.0,5.0,VEHICLE,2023,6,3
2351,July,2023-07-01,Saturday,2023-07-03,Shashtri Bridge,Allahabad,Uttar Pradesh,"25.437825022209882, 81.88547858967368",TWO WHEELER,UNIDENTIFIED,2,0,"24,23",MALE,NH,Hit and Run,25.43782502220988,81.88547858967368,2.0,23.5,23.0,24.0,UNKNOWN,2023,7,5
2354,July,2023-07-02,Sunday,2023-07-04,Mandovi Bridge,Nil,Goa,"15.505507126829208, 73.83663008794925",TWO WHEELER,NIL,1,1,35,MALE,NH,Run Off Road,15.505507126829208,73.83663008794925,1.0,35.0,35.0,35.0,UNKNOWN,2023,7,6
2357,July,2023-07-02,Sunday,2023-07-04,Ambad Industrial Area,Nashik,Maharashtra,"19.963175090842803, 73.73522265877085",PEDESTRIAN,UNIDENTIFIED,1,0,,MALE,NH,Hit and Run,19.963175090842803,73.73522265877085,,,,,UNKNOWN,2023,7,6
2359,July,2023-07-03,Monday,2023-07-04,Nangloi Metro Station,Delhi,Delhi,"28.682190636621815, 77.06482883540139",PEDESTRIAN,TRUCK,1,0,13,MALE,NH,Hit and Run,28.68219063662181,77.06482883540139,1.0,13.0,13.0,13.0,VEHICLE,2023,7,0
2360,July,2023-07-03,Monday,2023-07-04,Farah,Nil,Uttar Pradesh,"27.333046991355754, 77.74108850720583",CAR,TRACTOR,5,30,"34,63,45,65,63",BOTH,NH,Hit From Back,27.333046991355754,77.74108850720583,5.0,54.0,34.0,65.0,VEHICLE,2023,7,0
2361,July,2023-07-04,Tuesday,2023-07-04,Meenakunte,Nil,Karnataka,"13.182861576948532, 77.64042676134564",PEDESTRIAN,CAR,2,0,40,MALE,NH,Hit and Run,13.182861576948532,77.64042676134564,1.0,40.0,40.0,40.0,VEHICLE,2023,7,1
2362,July,2023-07-04,Tuesday,2023-07-05,Palm Hotel,Ahmedabad,Gujarat,"23.030548105592654, 72.67462986022305",TWO WHEELER,CAR,2,0,"70,65",BOTH,NH,Others,23.03054810559265,72.67462986022305,2.0,67.5,65.0,70.0,VEHICLE,2023,7,1
2372,July,2023-07-05,Wednesday,2023-07-06,Dharasu Bridge,Nil,Uttarakhand,"30.61041510823068, 78.31587557296793",CAR,GORGE,2,1,"48,22",BOTH,NH,Vehicle Overturn,30.61041510823068,78.31587557296793,2.0,35.0,22.0,48.0,OBJECT,2023,7,2
2374,July,2023-07-05,Wednesday,2023-07-07,Vyttila,Kochi,Kerala,"9.96918123226607, 76.31808030797357",CAR,TREE,1,2,31,MALE,NH,Fixed Object Collision,9.96918123226607,76.31808030797357,1.0,31.0,31.0,31.0,OBJECT,2023,7,2
2378,July,2023-07-06,Thursday,2023-07-08,Lalpur Chowk,Nil,Jharkhand,"23.372122382131778, 85.3383079660859",TWO WHEELER,MINI TRUCK,1,0,60,MALE,NH,Others,23.372122382131774,85.3383079660859,1.0,60.0,60.0,60.0,VEHICLE,2023,7,3
2380,July,2023-07-08,Saturday,2023-07-08,Aalamkhanpalle,Nil,Andhra Pradesh,"14.500348452170238, 78.79270430914352",PEDESTRIAN,UNIDENTIFIED,2,0,,MALE,SH,Hit and Run,14.500348452170238,78.79270430914352,,,,,UNKNOWN,2023,7,5
2381,July,2023-07-08,Saturday,2023-07-08,Ambikapur,Nil,Chhattisgarh,"23.134643972848664, 83.17614533951239",BUS,TRUCK,3,6,"30,45,28",MALE,NH,Head On Collision,23.134643972848664,83.17614533951239,3.0,34.333333333333336,28.0,45.0,VEHICLE,2023,7,5
2384,July,2023-07-08,Saturday,2023-07-09,Bibipur,Nil,Haryana,"29.24731227206256, 76.27276503554715",PICK UP,BUS,8,9,,BOTH,NH,Head On Collision,29.24731227206256,76.27276503554715,,,,,VEHICLE,2023,7,5
2385,July,2023-07-09,Sunday,2023-07-09,Mitta Kandriga,Nil,Andhra Pradesh,"13.734950497020717, 79.67697149541807",CAR,TRUCK,6,1,,BOTH,SH,Head On Collision,13.734950497020716,79.67697149541807,,,,,VEHICLE,2023,7,6
2388,July,2023-07-09,Sunday,2023-07-10,Biswanath,Nil,Assam,"26.74164118005605, 93.1467641558036",VAN,NIL,2,5,,,NH,Run Off Road,26.74164118005605,93.1467641558036,,,,,UNKNOWN,2023,7,6
2389,July,2023-07-09,Sunday,2023-07-10,Acharapakkam,Nil,Tamil Nadu,"12.407247943566375, 79.81709199488411",CAR,BUS,1,3,40,FEMALE,NH,With Parked Vehicle,12.407247943566375,79.81709199488411,1.0,40.0,40.0,40.0,VEHICLE,2023,7,6
2390,July,2023-07-09,Sunday,2023-07-11,Toll Plaza,Nil,Uttar Pradesh,"25.99955275782086, 81.28591050867932",TWO WHEELER,TRUCK,1,1,22,MALE,NH,Others,25.99955275782086,81.28591050867932,1.0,22.0,22.0,22.0,VEHICLE,2023,7,6
2391,July,2023-07-11,Tuesday,2023-07-11,Dumka-Bhagalpur,Nil,Bihar,"25.19297645597938, 86.97401135244662",SUV,TREE,1,4,,,SH,Fixed Object Collision,25.19297645597938,86.97401135244662,,,,,OBJECT,2023,7,1
2392,July,2023-07-10,Monday,2023-07-11,Sukhpal Nagar,Nil,Uttar Pradesh,"25.89174102539582, 81.92383711897088",AUTO RICKSHAW,TRUCK,12,5,,BOTH,NH,Hit From Side,25.89174102539582,81.92383711897088,,,,,VEHICLE,2023,7,0
2393,July,2023-07-09,Sunday,2023-07-11,Khat Road,Nil,Maharashtra,"21.263189948572233, 79.52188089092472",CAR,TRUCK,3,2,,BOTH,NH,Hit From Back,21.263189948572236,79.52188089092472,,,,,VEHICLE,2023,7,6
2394,July,2023-07-11,Tuesday,2023-07-11,Darsi,Nil,Andhra Pradesh,"15.783792605320818, 79.66491190891459",BUS,CANAL,7,30,"65,60,48,58,65,35,6",BOTH,SH,Vehicle Overturn,15.783792605320818,79.66491190891459,7.0,48.142857142857146,6.0,65.0,OBJECT,2023,7,1
2396,July,2023-07-10,Monday,2023-07-12,Trimbak Road,Nashik,Maharashtra,"19.985317567693183, 73.72262380716656",TWO WHEELER,DIVIDER,1,0,24,MALE,NH,Fixed Object Collision,19.985317567693183,73.72262380716656,1.0,24.0,24.0,24.0,OBJECT,2023,7,0
2400,July,2023-07-10,Monday,2023-07-13,Goregaon,Nil,Maharashtra,"21.350086233002326, 80.20560682475954",PEDESTRIAN,DUMPER,1,0,28,MALE,NH,Hit and Run,21.35008623300233,80.20560682475954,1.0,28.0,28.0,28.0,VEHICLE,2023,7,0
2401,July,2023-07-12,Wednesday,2023-07-13,Shankaracharya Chowk,Nil,Uttarakhand,"29.874338893273137, 77.89469899198622",TWO WHEELER,TRUCK,4,0,"22,30,1",BOTH,NH,Hit From Back,29.874338893273137,77.89469899198622,3.0,17.666666666666668,1.0,30.0,VEHICLE,2023,7,2
2405,July,2023-07-13,Thursday,2023-07-14,Alipur,Delhi,Delhi,"28.79725979298647, 77.14358384309915",TRUCK,TRUCK,5,14,"32,24,19,56,37",MALE,NH,Head On Collision,28.79725979298647,77.14358384309915,5.0,33.6,19.0,56.0,VEHICLE,2023,7,3
2406,July,2023-07-13,Thursday,2023-07-14,Masuri,Nil,Uttar Pradesh,"28.690012605773603, 77.55622386360136",TWO WHEELER,UNIDENTIFIED,1,1,28,MALE,NH,Hit and Run,28.690012605773603,77.55622386360136,1.0,28.0,28.0,28.0,UNKNOWN,2023,7,3
2408,July,2023-07-15,Saturday,2023-07-15,Godbunder Road,Mumbai,Maharashtra,"19.28010868465133, 72.93020257928019",TRUCK,TRUCK,1,0,40,MALE,NH,Others,19.28010868465133,72.93020257928019,1.0,40.0,40.0,40.0,VEHICLE,2023,7,5
2409,July,2023-07-14,Friday,2023-07-16,Railway Station,Nil,Haryana,"30.72651741917425, 76.88807148744922",PEDESTRIAN,TWO WHEELER,1,0,16,MALE,NH,Hit and Run,30.72651741917425,76.88807148744922,1.0,16.0,16.0,16.0,VEHICLE,2023,7,4
2411,July,2023-07-15,Saturday,2023-07-16,Komalla Toll Plaza,Nil,Telangana,"17.77723778893274, 79.28347228780784",CAR,TRUCK,2,0,"33,36",MALE,NH,Hit From Back,17.77723778893274,79.28347228780784,2.0,34.5,33.0,36.0,VEHICLE,2023,7,5
2412,July,2023-07-15,Saturday,2023-07-17,Ravindra Bavan,Nil,Goa,"15.285699213335, 73.96285214635485",TWO WHEELER,TWO WHEELER,1,1,32,MALE,NH,Head On Collision,15.285699213335,73.96285214635485,1.0,32.0,32.0,32.0,VEHICLE,2023,7,5
2415,July,2023-07-15,Saturday,2023-07-17,Pawa,Ludhiana,Punjab,"30.850077716745062, 75.94999913525656",TWO WHEELER,CAR,1,0,35,MALE,SH,Others,30.850077716745066,75.94999913525656,1.0,35.0,35.0,35.0,VEHICLE,2023,7,5
2418,July,2023-07-15,Saturday,2023-07-18,Ghatagarh,Nil,Uttarakhand,"29.333073306861817, 79.38349265403892",CAR,GORGE,2,5,"27,25",BOTH,SH,Vehicle Overturn,29.333073306861817,79.38349265403892,2.0,26.0,25.0,27.0,OBJECT,2023,7,5
2419,July,2023-07-17,Monday,2023-07-18,Shamirpet,Nil,Telangana,"17.580734513527336, 78.57458477358307",CAR,TRUCK,3,2,"28,22",MALE,SH,Others,17.580734513527336,78.57458477358307,2.0,25.0,22.0,28.0,VEHICLE,2023,7,0
2420,July,2023-07-18,Tuesday,2023-07-18,Kalyan,Nil,Maharashtra,"19.283361250550453, 73.07296920761755",SUV,TRUCK,6,5,,,SH,Others,19.283361250550453,73.07296920761755,,,,,VEHICLE,2023,7,1
2421,July,2023-07-18,Tuesday,2023-07-19,Baikampadi,Nil,Karnataka,"12.943582147536443, 74.81411353584795",TWO WHEELER,PICK UP,1,0,69,MALE,NH,Hit From Back,12.943582147536445,74.81411353584795,1.0,69.0,69.0,69.0,VEHICLE,2023,7,1
2422,July,2023-07-18,Tuesday,2023-07-19,Padgha,Nil,Maharashtra,"19.365221775630904, 73.17595276220383",SUV,TRUCK,6,5,"50,19,24,30,19",BOTH,NH,Head On Collision,19.365221775630904,73.17595276220383,5.0,28.4,19.0,50.0,VEHICLE,2023,7,1
